x,2.9,5.9,9
-22.534,,-0.83888,
-22.5,,-0.83911,
-22.45,,-0.83944,
-22.4,,-0.83977,
-22.35,,-0.84011,
-22.3,,-0.84045,
-22.25,,-0.84078,
-22.2,,-0.84113,
-22.15,,-0.84148,
-22.1,,-0.84183,
-22.05,,-0.84219,
-22,,-0.84256,
-21.95,,-0.84294,
-21.9,,-0.84332,
-21.85,,-0.84371,
-21.8,,-0.84412,
-21.75,,-0.84453,
-21.7,,-0.84496,
-21.65,,-0.8454,
-21.6,,-0.84585,
-21.55,,-0.84632,
-21.5,,-0.8468,
-21.45,,-0.84731,
-21.4,,-0.84782,
-21.35,,-0.84836,
-21.3,,-0.84892,
-21.25,,-0.8495,
-21.2,,-0.8501,
-21.15,,-0.85072,
-21.1,,-0.85137,
-21.05,,-0.85205,
-21,,-0.85276,
-20.95,,-0.85349,
-20.9,,-0.85426,
-20.85,,-0.85505,
-20.8,,-0.85589,
-20.75,,-0.85676,
-20.7,,-0.85767,
-20.65,,-0.85862,
-20.6,,-0.85962,
-20.55,,-0.86066,
-20.5,,-0.86175,
-20.45,,-0.8629,
-20.4,,-0.8641,
-20.35,,-0.86536,
-20.3,,-0.86668,
-20.25,,-0.86807,
-20.2,,-0.86954,
-20.15,,-0.87108,
-20.1,,-0.8727,
-20.05,,-0.87442,
-20,,-0.87623,
-19.95,,-0.87815,
-19.9,,-0.88019,
-19.85,,-0.88235,
-19.8,,-0.88465,
-19.75,,-0.8871,
-19.7,,-0.88972,
-19.65,,-0.89253,
-19.6,,-0.89555,
-19.55,,-0.89882,
-19.5,,-0.90236,
-19.45,,-0.90622,
-19.4,,-0.91044,
-19.35,,-0.91505,
-19.3,,-0.92007,
-19.25,,-0.92556,
-19.2,,-0.93153,
-19.15,,-0.93802,
-19.1,,-0.94505,
-19.05,,-0.95265,
-19,,-0.96081,
-18.95,,-0.9695,
-18.9,,-0.97862,
-18.85,,-0.98805,
-18.8,,-0.99757,
-18.75,,-1.00692,
-18.7,,-1.0158,
-18.65,,-1.02397,
-18.6,,-1.03124,
-18.55,,-1.03749,
-18.5,,-1.04271,
-18.45,,-1.04693,
-18.4,,-1.05023,
-18.35,,-1.05268,
-18.3,,-1.05437,
-18.25,,-1.0554,
-18.2,,-1.05588,
-18.15,,-1.05593,
-18.1,,-1.05563,
-18.05,,-1.05503,
-18,,-1.05419,
-17.95,,-1.05315,
-17.9,,-1.05195,
-17.85,,-1.0506,
-17.8,,-1.04915,
-17.75,,-1.0476,
-17.7,,-1.04597,
-17.65,,-1.04429,
-17.6,,-1.04257,
-17.55,,-1.04082,
-17.5,,-1.03905,
-17.45,,-1.03728,
-17.4,,-1.03551,
-17.35,,-1.03376,
-17.3,,-1.03204,
-17.25,,-1.03035,
-17.2,,-1.0287,
-17.15,,-1.02711,
-17.1,,-1.02559,
-17.05,,-1.02413,
-17,,-1.02275,
-16.95,,-1.02147,
-16.9,,-1.02027,
-16.85,,-1.01919,
-16.8,,-1.01822,
-16.75,,-1.01737,
-16.7,,-1.01666,
-16.65,,-1.01609,
-16.6,,-1.01568,
-16.55,,-1.01544,
-16.5,,-1.01537,
-16.45,,-1.01549,
-16.4,,-1.01582,
-16.35,,-1.01636,
-16.3,,-1.01714,
-16.25,,-1.01816,
-16.2,,-1.01946,
-16.15,,-1.02103,
-16.1,,-1.02288,
-16.05,,-1.02498,
-16,,-1.02735,
-15.95,,-1.02995,
-15.9,,-1.03278,
-15.85,,-1.03583,
-15.8,,-1.03909,
-15.75,,-1.04254,
-15.7,,-1.04616,
-15.65,,-1.04994,
-15.6,,-1.05386,
-15.55,,-1.0579,
-15.5,,-1.06205,
-15.45,,-1.06628,
-15.4,,-1.07058,
-15.35,,-1.07493,
-15.3,,-1.0793,
-15.25,,-1.08367,
-15.2,,-1.08803,
-15.15,,-1.09236,
-15.1,,-1.09662,
-15.05,,-1.10082,
-15,,-1.10491,
-14.95,,-1.1089,
-14.9,,-1.11275,
-14.85,,-1.11645,
