x,3
-14.413,-1.13886
-14.41,-1.13905
-14.4,-1.13967
-14.39,-1.14028
-14.38,-1.14089
-14.37,-1.1415
-14.36,-1.14211
-14.35,-1.14272
-14.34,-1.14332
-14.33,-1.14392
-14.32,-1.14452
-14.31,-1.14511
-14.3,-1.1457
-14.29,-1.14628
-14.28,-1.14686
-14.27,-1.14743
-14.26,-1.148
-14.25,-1.14856
-14.24,-1.14912
-14.23,-1.14967
-14.22,-1.15021
-14.21,-1.15075
-14.2,-1.15127
-14.19,-1.1518
-14.18,-1.15231
-14.17,-1.15282
-14.16,-1.15331
-14.15,-1.1538
-14.14,-1.15429
-14.13,-1.15476
-14.12,-1.15523
-14.11,-1.15568
-14.1,-1.15613
-14.09,-1.15658
-14.08,-1.15701
-14.07,-1.15743
-14.06,-1.15785
-14.05,-1.15826
-14.04,-1.15865
-14.03,-1.15904
-14.02,-1.15943
-14.01,-1.1598
-14,-1.16017
-13.99,-1.16052
-13.98,-1.16087
-13.97,-1.16121
-13.96,-1.16155
-13.95,-1.16187
-13.94,-1.16219
-13.93,-1.1625
-13.92,-1.1628
-13.91,-1.16309
-13.9,-1.16337
-13.89,-1.16365
-13.88,-1.16392
-13.87,-1.16418
-13.86,-1.16444
-13.85,-1.16469
-13.84,-1.16493
-13.83,-1.16516
-13.82,-1.16539
-13.81,-1.16561
-13.8,-1.16582
-13.79,-1.16603
-13.78,-1.16623
-13.77,-1.16642
-13.76,-1.16661
-13.75,-1.16679
-13.74,-1.16697
-13.73,-1.16714
-13.72,-1.1673
-13.71,-1.16745
-13.7,-1.1676
-13.69,-1.16775
-13.68,-1.16788
-13.67,-1.16801
-13.66,-1.16814
-13.65,-1.16826
-13.64,-1.16837
-13.63,-1.16847
-13.62,-1.16857
-13.61,-1.16867
-13.6,-1.16875
-13.59,-1.16883
-13.58,-1.16891
-13.57,-1.16898
-13.56,-1.16904
-13.55,-1.16909
-13.54,-1.16914
-13.53,-1.16918
-13.52,-1.16922
-13.51,-1.16925
-13.5,-1.16927
-13.49,-1.16929
-13.48,-1.16929
-13.47,-1.1693
-13.46,-1.16929
-13.45,-1.16928
-13.44,-1.16926
-13.43,-1.16923
-13.42,-1.1692
-13.41,-1.16916
-13.4,-1.16911
-13.39,-1.16905
-13.38,-1.16899
-13.37,-1.16892
-13.36,-1.16884
-13.35,-1.16875
-13.34,-1.16865
-13.33,-1.16855
-13.32,-1.16844
-13.31,-1.16831
-13.3,-1.16818
-13.29,-1.16804
-13.28,-1.16789
-13.27,-1.16774
-13.26,-1.16757
-13.25,-1.16739
-13.24,-1.1672
-13.23,-1.167
-13.22,-1.16679
-13.21,-1.16657
-13.2,-1.16634
-13.19,-1.1661
-13.18,-1.16584
-13.17,-1.16558
