x,3
18.1,1.22909
18.2,1.21804
18.3,1.20821
18.4,1.19949
18.5,1.1917799999999998
18.6,1.18497
18.7,1.1789
18.8,1.17345
18.9,1.16851
19.0,1.16401
19.1,1.1598899999999999
19.2,1.1561
19.3,1.15259
19.4,1.14934
19.5,1.1463
19.6,1.1434600000000001
19.7,1.14078
19.8,1.13825
19.9,1.13585
20.0,1.1335600000000001
20.1,1.1313600000000001
20.2,1.12924
20.3,1.12719
20.4,1.1251799999999998
20.5,1.12322
20.6,1.1212799999999998
20.7,1.1193600000000001
20.719,1.11899
