cl,cm
1.44375,-0.04061375
1.30838,-0.039746
1.13153,-0.04131775
0.943471,-0.0437045
0.723543,-0.03994125
0.524227,-0.040687
0.312108,-0.03979075
0.1031,-0.040533
-0.104369,-0.04045725
-0.323077,-0.0403775
