cl,cm
0.992803,-0.04442875
0.885145,-0.04323175
0.767843,-0.042855
0.571789,-0.04168225
0.350006,-0.04215175
0.126593,-0.0405775
-0.101659,-0.04186675
-0.31869,-0.03701875
-0.537333,-0.041168
