cl,cm
1.17038,-0.0125203
1.1267,-0.00266105
0.97475,0.00714905
0.835866,-0.00483928
0.603406,-0.00164656
0.44209,0.0007517
0.269589,0.00067839
0.092363,0.00101383
-0.107285,0.00051823
-0.308399,2.23e-05
-0.662006,0.00725593
-0.822581,0.01497703
