aoa,cl,cd
24.4698,0.939163,0.01222834
22.4125,1.00477,0.01317877
20.3274,1.36603,0.0
19.1702,1.40868,0.0
18.4305,1.40701,0.0
17.208,1.38725,0.0
16.3071,1.356,0.0
14.2795,1.26394,0.0
12.2516,1.13902,0.0184165
10.2877,1.00097,0.01312372
8.09842,0.833352,0.01074778
6.16575,0.618116,0.00947468
3.97615,0.424225,0.00639872
2.0115,0.215567,0.00506741
-0.113914,0.005265,0.00451447
-1.98227,-0.224728,0.00450855
-4.13984,-0.44159,0.00697332
-6.10418,-0.642017,0.00887821
-8.03641,-0.849007,0.01090847
-10.0326,-1.02972,0.01421743
-12.1888,-1.16118,0.0
-14.0554,-1.26963,0.0
-16.2431,-1.35347,0.0
-18.0768,-1.40445,0.0
-18.9449,-1.393,0.0
-20.3267,-1.3126,0.0
-22.1553,-0.956359,0.01272817
-24.2125,-0.875987,0.0113658
