cl,cm
0.990297,-0.0779155
0.985626,-0.088902
0.953668,-0.09139225
0.870431,-0.08826825
0.761436,-0.0778565
0.423045,-0.08244525
0.326597,-0.0772935
0.191484,-0.0734195
-0.004905,-0.07983625
-0.135417,-0.0906535
-0.350098,-0.09712075
-0.550652,-0.09089325
-0.741784,-0.0846415
