aoa,cl
20.3603,0.852479
18.5555,1.06915
16.4344,1.18173
14.5113,1.15747
12.2981,1.12343
10.2457,1.04856
8.15975,0.967107
4.1505,0.670022
2.10056,0.413424
0.110642,0.208928
-1.91327,0.0042531
-3.97051,-0.215333
-6.06361,-0.402375
-7.09568,-0.476303
-8.15445,-0.669846
