aoa,cl,cd
20.825,0.936854,0.01016669
18.5921,1.02441,0.0108986
16.5824,1.22097,0.01373403
15.5626,1.44375,0.0
14.4746,1.421,0.01820173
12.5846,1.28761,0.01502954
10.3731,1.09883,0.0115578
8.4813,0.927905,0.01012178
6.23608,0.730859,0.00913593
4.40705,0.520782,0.00814055
3.31591,0.416512,0.00785369
2.28879,0.317117,0.00760163
0.041406,0.106854,0.0074279
-1.85339,-0.082253,0.00738722
-3.71646,-0.290917,0.0075956
-4.80895,-0.388809,0.00815987
-5.93385,-0.480224,0.00900012
-10.1457,-0.867103,0.0114364
-12.2044,-1.05655,0.01375018
-14.1349,-1.24764,0.0
-16.2289,-1.3364,0.0
-17.1327,-1.30266,0.0
-18.2017,-1.0981,0.01454059
-20.3347,-1.02083,0.01325459
