aoa,cl,cd
22.2986,1.49451,0.01671947
20.241,1.47324,0.01620389
18.4443,1.53378,0.01830484
17.2886,1.55178,0.01913651
16.1666,1.60576,0.0
15.1391,1.61231,0.0
14.2071,1.60085,0.02140376
12.2125,1.52398,0.01785203
10.2796,1.38661,0.01410396
8.24748,1.1822,0.01125579
6.15126,0.974541,0.00954186
5.15255,0.896067,0.00829744
4.0564,0.791436,0.00631414
2.088,0.562558,0.00571956
0.087918,0.338608,0.0055367
-2.07261,0.109784,0.00605511
-2.88058,-0.014448,0.00677947
-3.94437,-0.122306,0.00694885
-6.13663,-0.352716,0.00749854
-8.16814,-0.579845,0.00865399
-10.0704,-0.790612,0.01002347
-12.1323,-0.991532,0.0
