aoa,cl,cd
15.8802,0.778825,0.00899129
14.103,0.800188,0.00904956
12.974,0.869564,0.00936166
11.925,1.33595,0.0
11.0797,1.22175,0.01595881
10.043,1.17703,0.01486646
8.03005,0.981694,0.01104523
7.1841,0.852604,0.00919254
6.0158,0.754917,0.00892608
5.33202,0.637414,0.00753079
2.93002,0.428781,0.0060652
2.40999,0.365875,0.00491459
2.4068,0.278207,0.00482146
1.75925,0.268219,0.00484754
0.622671,0.158935,0.0050304
0.101604,0.067906,0.00539826
-0.904455,-0.009944,0.00546844
-1.71542,-0.061309,0.00542451
-1.78033,-0.066279,0.00542026
-2.88631,-0.221887,0.00662877
-7.76048,-0.750137,0.01037459
