aoa,cl,cd
18.4843,1.10686,0.01140546
16.4148,1.2645,0.01386055
15.5231,1.3187,0.0149135
14.8861,1.33348,0.01612633
14.5357,1.36305,0.01855283
13.3253,1.34166,0.01679758
12.4016,1.29889,0.01444869
10.4266,1.13278,0.01173026
8.32372,0.951826,0.00953835
6.18841,0.75766,0.0080814
3.95692,0.546987,0.00703719
3.09628,0.435079,0.00610941
2.20356,0.333023,0.0045192
1.78897,0.29515,0.00361983
1.11922,0.232576,0.00336684
0.002438,0.171579,0.00329147
-0.953962,0.01521,0.00476896
-1.40054,-0.034196,0.00519383
-2.07072,-0.080351,0.00539878
-4.30438,-0.304407,0.00647703
-6.28305,-0.523539,0.00752476
-8.3261,-0.742736,0.00925808
-10.4023,-0.909356,0.0
