aoa,cl,cd
20.2088,1.03367,0.01151767
17.9968,1.12867,0.01264334
17.0024,1.20728,0.01372711
16.1345,1.35961,0.0
15.0125,1.41856,0.0
13.9251,1.35793,0.0
11.9747,1.2367,0.0
9.83344,1.06963,0.01182939
7.94869,0.896032,0.01036673
5.84068,0.699535,0.00934487
3.98884,0.507977,0.00840522
1.78566,0.301715,0.00795392
-0.065499,0.103663,0.00755162
-2.23607,-0.102538,0.00720206
-4.15083,-0.29235,0.00757754
-6.3529,-0.491943,0.00809053
-8.13914,-0.684979,0.00910672
-10.2447,-0.882883,0.01110101
-12.1591,-1.03986,0.01269891
