aoa,cl
20.2242,1.42442
19.2254,1.45234
18.0007,1.47041
17.1302,1.47534
16.1632,1.4852
15.0666,1.47208
14.0026,1.47045
13.0348,1.44912
12.0994,1.43271
10.9057,1.39825
9.93695,1.34081
8.09507,1.18491
5.86577,0.99458
4.89655,0.909271
3.95949,0.819044
2.82799,0.687813
1.8581,0.571355
0.855953,0.449988
0.015277,0.340108
-1.1158,0.208927
-2.3428,0.0974458
-3.0869,-0.0222478
-4.18494,-0.135353
-6.34896,-0.37793
-8.12564,-0.59753
-10.353,-0.830174
-11.1928,-0.943221
-12.3216,-1.03329
-13.3538,-1.12499
-14.3531,-1.19539
-15.2532,-1.16582
-16.0889,-1.13461
