cl,cm
1.22562,-0.039391
1.10906,-0.0422805
0.66149,-0.0379625
0.42938,-0.03804425
0.206662,-0.0381225
-0.017876,-0.041464
-0.239397,-0.0382795
-0.473993,-0.0391785
-0.683063,-0.03639375
