aoa,cl,cd
24.2377,-0.11752,0.0
22.2545,-0.074466,0.0
20.4281,-0.076894,0.0
18.2498,-0.073636,0.0
16.3276,-0.073221,0.0
14.1494,-0.071993,0.0
12.1633,-0.073202,0.0
9.76091,-0.073192,0.0
8.15879,-0.080899,0.0
6.84528,-0.084953,0.0
5.81989,-0.091038,0.0
3.96206,-0.094277,0.0
1.72078,-0.088177,0.0
-0.039553,-0.076396,0.0
-4.00983,-0.071506,0.0
-6.1866,-0.065001,0.0
-8.17142,-0.061745,0.0
-10.2844,-0.060518,0.0
-12.1412,-0.060104,0.0
-13.3259,-0.061723,0.0
-14.382,-0.058065,0.0
-16.2037,-0.024368,0.0
-18.4747,-0.005284,0.0
