aoa,cl
21.19,1.13047
20.1693,1.19406
19.278,1.32598
18.0963,1.33916
17.042,1.33931
16.1796,1.35082
15.2207,1.33468
14.1015,1.29903
13.0141,1.2585
12.118,1.20003
10.0052,1.04408
8.211,0.853898
6.03285,0.649107
4.11006,0.434508
1.8672,0.206913
-0.055479,0.00693672
-2.20298,-0.233716
-3.99861,-0.463024
-6.14542,-0.661386
-8.1009,-0.879309
-10.1841,-1.08421
-12.1069,-1.25659
-13.1315,-1.30209
-14.2206,-1.37362
-15.1489,-1.40448
-16.1092,-1.42883
-17.1646,-1.41085
-18.0605,-1.41404
-19.2759,-1.38954
-20.1696,-1.28203
-21.0948,-1.14358
