aoa,cl,cd
22.0435,-0.067036,0.0
20.0883,-0.061389,0.0
18.0367,-0.059815,0.0
16.0161,-0.051316,0.0
13.9638,-0.056665,0.0
12.1673,-0.057527,0.0
9.85702,-0.061255,0.0
8.95815,-0.060057,0.0
8.12359,-0.061302,0.0
6.96843,-0.069075,0.0
6.00497,-0.067879,0.0
4.07765,-0.065486,0.0
1.76391,-0.060248,0.0
-0.036208,-0.056219,0.0
-2.22263,-0.052198,0.0
-3.95945,-0.048573,0.0
-6.30795,-0.044962,0.0
-8.07791,-0.042151,0.0
-10.2986,-0.043024,0.0
-12.0053,-0.038578,0.0
-14.1963,-0.028428,0.0
-16.1662,0.011942,0.0
-18.2629,0.029865,0.0
