cl,cm
1.16825,-0.05563825
1.07315,-0.05438975
0.973239,-0.053141
0.866853,-0.05600925
0.765398,-0.05352525
0.668828,-0.0485725
0.548006,-0.05390825
0.444985,-0.054306
0.342039,-0.05058875
0.22134,-0.05427625
0.134467,-0.0563215
-0.002203,-0.056303
-0.074296,-0.0332605
-0.198059,-0.034481
-0.421288,-0.0274675
-0.625213,-0.02868025
-0.647722,-0.03278825
-0.66533,-0.027443
