cl,cm
1.48808,-0.0353975
1.40919,-0.028885
1.25796,-0.02810675
1.06478,-0.0265215
0.853788,-0.02698325
0.631377,-0.02826575
0.411993,-0.0258675
0.192489,-0.0263315
-0.01425,-0.025974
-0.250227,-0.0256235
-0.479916,-0.02445213
-0.687095,-0.02409368
-0.876574,-0.02536975
