cl,cd
1.30078,0.0297569
1.20262,0.0231714
1.09154,0.0164106
0.960553,0.0114031
0.900984,0.00736145
0.810295,0.00568639
0.587868,0.0051113
0.371408,0.00473069
0.242904,0.0047431
0.136711,0.00514723
0.02539,0.00667595
-0.082592,0.00722772
-0.32781,0.0081852
-0.542768,0.00935691
-0.766221,0.0113141
