aoa,cl
26.6665,1.29141
24.556,1.39912
22.5783,1.39908
20.3786,1.37781
18.4978,1.35981
16.3618,1.34997
14.3835,1.38421
12.2164,1.36621
10.3057,1.31884
8.20642,1.21108
6.30033,1.05599
4.10991,0.837248
2.04756,0.602171
0.048969,0.363819
-1.95002,0.133619
-3.98061,-0.106388
-5.75677,-0.334981
