aoa,cl,cd
24.2624,1.20727,0.01647352
22.2442,1.24817,0.01844208
20.1587,1.42683,0.02522603
18.2685,1.45463,0.0
16.9554,1.45129,0.0
16.024,1.55459,0.0
14.137,1.44789,0.0
12.0582,1.33135,0.02217129
10.1408,1.17875,0.01512979
8.03201,1.00976,0.01179615
6.1161,0.826061,0.00998477
3.94535,0.611239,0.00851283
2.98792,0.512863,0.00763288
1.99797,0.432519,0.00435729
1.00902,0.324327,0.00369618
-0.043242,0.198123,0.00356162
-1.00025,0.098147,0.00351682
-2.0209,-0.010012,0.00467124
-2.02096,-0.008374,0.00464426
-3.00943,-0.118158,0.00633992
-4.12597,-0.224663,0.00679826
-5.9745,-0.440894,0.00790136
-8.04649,-0.662003,0.00935457
-9.95855,-0.869965,0.0110934
