cl,cm
0.583973,0.00185694
0.375738,-0.00058831
0.161127,-0.00017089
-0.037456,0.0018817
-0.039057,0.00188176
-0.260105,0.00148162
-0.476338,0.00271713
-0.695829,0.00027204
