aoa,cl
20.4149,1.32878
17.4116,1.45782
16.8049,1.51331
15.6223,1.59009
14.5971,1.55595
13.4432,1.50224
12.4488,1.4322
11.4545,1.37356
9.11098,1.16327
6.09169,0.871348
5.12737,0.752253
3.29507,0.54013
2.10545,0.403038
1.14079,0.293675
0.079122,0.14513
-0.724989,0.0520669
-1.7224,-0.0785532
-3.81355,-0.303953
-5.9377,-0.552268
-7.99775,-0.763109
-8.70634,-0.867676
-9.86537,-0.972342
-11.0247,-1.08355
-12.0554,-1.18986
-12.7963,-1.26837
-14.0525,-1.34375
-15.1475,-1.36361
-16.1461,-1.37366
-17.0161,-1.38204
-18.2398,-1.18312
-19.2383,-0.939934
