cl,cd
1.30647,0.0163655
1.1977,0.0127808
1.11607,0.0103904
1.05042,0.0086382
0.946201,0.00711384
0.837023,0.00699628
0.599506,0.00656449
0.352488,0.00606725
0.121597,0.00604472
-0.109198,0.00661047
-0.271012,0.00758622
-0.341492,0.00838453
-0.554396,0.00929259
-0.77357,0.0105753
-0.954228,0.0131145
