aoa,cl,cd
19.4267,1.0416,0.01062807
17.2756,1.16678,0.01235144
16.2984,1.59387,0.0
15.3638,1.5856,0.0
13.2306,1.44561,0.01735572
12.132,1.38396,0.01624109
11.1926,1.28391,0.01438935
9.40951,1.0671,0.01097913
8.21326,0.992071,0.0099287
7.1762,0.876984,0.00814777
6.3024,0.806936,0.00795688
5.03935,0.688504,0.00714222
4.16347,0.57673,0.00694849
2.80087,0.401551,0.00571358
2.22001,0.394882,0.0056254
1.01999,0.251388,0.00550204
0.14468,0.156276,0.00597642
-0.958319,0.02111,0.0062513
-1.76867,-0.062332,0.00646309
-2.96718,-0.16581,0.00700288
-4.03677,-0.270962,0.00717233
-4.91324,-0.386126,0.0071629
-5.88635,-0.496294,0.00803036
-6.92444,-0.614814,0.00825295
-7.99422,-0.718325,0.00939155
-8.96751,-0.828512,0.01051966
-10.1667,-0.935384,0.01168924
-11.0749,-1.02889,0.01296123
-12.9543,-1.17922,0.0
-14.0835,-1.14761,0.01765661
