cl,cm
1.04469,-0.048516
0.910513,-0.0580735
0.666573,-0.05424
0.46141,-0.0560955
0.224024,-0.0530745
0.010879,-0.0533015
-0.208677,-0.05271725
-0.433055,-0.0541835
-0.649323,-0.055641
