cl,cd
1.29841,0.0170478
1.17473,0.0140542
1.02205,0.0108966
0.884835,0.00958673
0.794315,0.0085389
0.702611,0.00536474
0.588279,0.00487227
0.472399,0.0045269
0.356585,0.00434505
0.245614,0.00424505
0.125228,0.00461938
0.083893,0.00550235
0.034203,0.00581252
-0.076444,0.00644915
-0.074827,0.00646554
-0.518105,0.00819479
-0.729711,0.0100593
-0.92851,0.0119576
-1.09626,0.0148567
