aoa,cl,cd
24.4231,-0.133049,0.0
22.1779,-0.099184,0.0
21.247,-0.099187,0.0
18.2622,-0.097546,0.0
16.1122,-0.095076,0.0
14.0265,-0.098388,0.0
12.2618,-0.101698,0.0
10.0804,-0.103358,0.0
8.12377,-0.107907,0.0
5.78245,-0.122777,0.0
4.05091,-0.125259,0.0
1.87077,-0.122789,0.0
-0.052669,-0.118254,0.0
-2.23236,-0.110006,0.0
-4.09134,-0.103821,0.0
-5.0208,-0.098458,0.0
-6.07806,-0.11786,0.0
-8.16078,-0.119105,0.0
-10.1474,-0.107556,0.0
-12.2306,-0.075787,0.0
-14.2497,-0.046081,0.0
-15.1471,-0.033291,0.0
-16.2046,-0.02174,0.0
-18.2873,-0.003591,0.0
