cl,cm
1.16699,-0.05840025
1.0543,-0.0609365
1.00763,-0.06467175
0.917497,-0.06637025
0.808067,-0.0684915
0.737266,-0.068531
0.507201,-0.0624795
0.261144,-0.06138175
0.024818,-0.05986725
-0.195356,-0.060403
-0.417065,-0.061351
-0.64512,-0.0676535
