aoa,cl,cd
24.5628,1.20595,0.0
22.2595,1.19009,0.01342274
20.4353,1.17739,0.01300412
18.2264,1.16965,0.01274898
16.5287,1.15855,0.01238309
14.4458,1.14588,0.01196545
12.3333,1.20662,0.0
10.2788,1.15643,0.01231321
8.22197,1.07521,0.00909033
7.06387,1.01177,0.00764989
6.16134,0.925427,0.00720076
4.03403,0.734798,0.00662823
2.0635,0.469017,0.00617132
1.06176,0.330393,0.00604338
0.030142,0.248877,0.00597638
-1.00352,0.121649,0.0060256
-2.19673,0.027055,0.00623463
-3.16567,-0.082256,0.00740413
-5.13596,-0.297656,0.00803318
-6.17032,-0.424964,0.00829777
-8.07747,-0.651877,0.0
-10.3385,-0.859272,0.0
-12.0202,-1.0569,0.0
-14.2448,-1.11094,0.0
-16.1152,-1.14375,0.0
-18.2429,-1.13412,0.0
-19.1448,-1.09988,0.0
-20.2023,-0.88262,0.0
-22.3943,-0.794454,0.0
