aoa,cd
13.5488,-0.0848075
12.8665,-0.04449825
11.9028,-0.04373625
10.6174,-0.0421765
9.78212,-0.043038
7.82201,-0.0464085
5.89251,-0.0461075
3.70437,-0.04378075
1.64414,-0.042262
-0.641955,-0.043204
-2.34976,-0.04125675
-4.31598,-0.03973125
-6.28355,-0.0357545
-8.3804,-0.0346425
