aoa,cl
20.5625,1.01565
19.4105,1.06964
18.4359,1.7265
16.3136,1.69563
14.2791,1.56508
12.2403,1.39202
10.2299,1.1813
8.25113,0.973769
6.20664,0.757991
4.41901,0.545395
2.01884,0.326195
-0.970869,0.00540884
-2.01023,-0.0961
-3.99473,-0.31883
-6.04408,-0.538366
-7.89996,-0.748147
-10.047,-0.962927
