cl,cd
1.44407,0.0257776
1.31435,0.0216274
1.17978,0.0151504
1.01444,0.0118423
0.824831,0.00997264
0.610954,0.00851088
0.506369,0.00757475
0.430687,0.00427747
0.313138,0.00363503
0.210058,0.00356697
0.094061,0.00351499
-0.007417,0.00462849
-0.10888,0.00629999
-0.226532,0.0068063
-0.444167,0.00791808
-0.66509,0.00937493
-0.877989,0.0111607
-1.04237,0.0141785
