aoa,cl,cd
21.9928,1.27353,0.01992636
20.3869,1.5278,0.0
19.0388,1.5457,0.0
18.2681,1.61091,0.0
16.2453,1.59294,0.0
14.1897,1.48687,0.0
12.1653,1.3726,0.0
9.97914,1.22888,0.01753277
8.27441,1.08022,0.01298418
6.08608,0.905322,0.0103923
4.25075,0.728723,0.00842657
3.02672,0.632186,0.00559733
1.93122,0.54871,0.00489536
-0.00301,0.331034,0.00371737
-2.09964,0.093582,0.00549354
-2.97101,-0.024349,0.00602143
-4.0362,-0.142347,0.00652414
-6.16723,-0.322792,0.00742745
-6.13521,-0.366984,0.00764961
-8.26766,-0.578661,0.00908583
