aoa,cl,cd
18.3748,0.786658,0.01065129
17.2887,1.40061,0.0
16.3222,1.43013,0.0
15.2602,1.43338,0.0
14.2005,1.37259,0.0
13.1715,1.34299,0.0
12.2078,1.28875,0.0
11.1808,1.19837,0.02070492
10.1537,1.10796,0.01544145
9.09307,1.04712,0.01427821
8.22719,0.94355,0.01232949
6.07593,0.737974,0.01014916
5.01625,0.631048,0.00953186
4.11821,0.50768,0.00781012
3.15402,0.423738,0.00524506
2.02913,0.320032,0.00489103
1.06581,0.203171,0.00484882
-2.50117,-0.198641,0.00511566
-2.95127,-0.248064,0.00723008
-4.04496,-0.356829,0.00810796
-4.84847,-0.458981,0.00903427
-6.20034,-0.584292,0.00951322
-8.03372,-0.805195,0.01167576
-10.0317,-0.960359,0.01426314
-12.0292,-1.15016,0.01877051
