cl,cm
1.00589,-0.05142275
0.881425,-0.05851375
0.666573,-0.05424
0.440428,-0.0540715
0.227261,-0.0522525
0.001199,-0.0524935
-0.195731,-0.0494305
-0.421727,-0.051308
-0.629931,-0.05316625
-0.838136,-0.05788725
