cl,cd
1.48644,0.0219019
1.34479,0.0159954
1.16875,0.0126043
0.975362,0.0102087
0.769093,0.00789411
0.657523,0.00556124
0.570649,0.00515414
0.326349,0.00510788
0.207377,0.00517454
0.09507,0.00617237
-0.136338,0.00743385
-0.353449,0.00863071
-0.578662,0.0103194
-0.787546,0.0135644
