cl,cd
1.21568,0.014994
1.04682,0.0118666
0.847863,0.0100168
0.652119,0.00826511
0.515909,0.00782321
0.429238,0.00695545
0.207608,0.00412287
-0.011849,0.0041064
-0.255354,0.00428643
-0.467962,0.00723489
-0.679327,0.00869346
-0.887584,0.00998861
