cl,cm
1.36675,-0.0154917
1.29436,-0.0167721
1.2123,-0.0168305
1.11897,-0.01935535
0.933831,-0.01948758
0.709968,-0.02087723
0.494047,-0.02103173
0.266721,-0.01873373
0.040912,-0.0180743
-0.175327,-0.0165871
-0.404576,-0.01592915
-0.624235,-0.01608498
-0.831037,-0.01951635
-1.04928,-0.01926128
-1.12851,-0.02013915
-1.22715,-0.02267403
-1.2951,-0.02231188
-1.31778,-0.018631
