cl,cd
1.19102,0.0134534
1.10472,0.0106087
1.05193,0.00789251
0.94967,0.00727472
0.741845,0.00664068
0.484219,0.00618535
0.25517,0.00597395
0.043559,0.00605581
-0.079884,0.00739332
-0.187386,0.00788316
-0.404183,0.0081781
-0.622709,0.00943652
