cl,cm
1.471,-0.03404375
1.41245,-0.03735575
1.31663,-0.03701275
1.22899,-0.03462025
1.11703,-0.03224525
1.00991,-0.0327285
0.79415,-0.03410425
0.563923,-0.0367145
0.3339,-0.03483175
0.108867,-0.03335475
-0.112821,-0.03595725
-0.340813,-0.03489125
-0.568676,-0.0383115
-0.772166,-0.041713
-0.893231,-0.041796
-0.985211,-0.044304
-1.08039,-0.04436875
-1.13042,-0.03217875
