aoa,cl,cd
20.2808,1.12654,0.01356546
18.4355,1.36588,0.0
16.295,1.47259,0.0
14.341,1.48261,0.0
12.2882,1.4533,0.0
10.4554,1.35181,0.0
8.20145,1.188,0.01448472
6.29789,0.994543,0.01157154
5.17034,0.919122,0.00977441
4.68595,0.866633,0.00771649
4.16921,0.810856,0.00654747
3.26515,0.720615,0.00584295
2.23018,0.589316,0.0058107
1.09898,0.466193,0.00579321
0.065509,0.372595,0.00557751
-0.873487,0.247771,0.00558655
-1.32862,0.155782,0.00554223
-2.4918,0.053898,0.00605574
-3.91629,-0.113751,0.00764132
-6.01939,-0.322599,0.00875503
-8.09155,-0.534837,0.01035584
-10.134,-0.773494,0.01319906
-12.3045,-0.97774,0.0
