cl,cd
1.34022,0.0256036
1.29443,0.0197709
1.17454,0.014234
0.978189,0.0106239
0.88564,0.00842984
0.798222,0.00488146
0.556881,0.00447419
0.310527,0.00442964
0.212074,0.00559669
0.046079,0.00639742
-0.116681,0.0072147
-0.355126,0.00812745
-0.595178,0.00946864
-0.862546,0.011352
-1.07179,0.0138297
