aoa,cl,cd
14.2012,0.853632,0.00875879
12.6911,1.46207,0.0
12.1462,1.41954,0.0
11.0885,1.34104,0.0
10.095,1.24781,0.0
8.94122,1.14968,0.01227036
8.07611,1.04828,0.01081467
5.99318,0.853666,0.00875915
4.03872,0.644344,0.00742235
3.07761,0.534781,0.00697043
1.86009,0.413775,0.00567325
0.89903,0.305855,0.00443264
-0.094024,0.193033,0.00442035
-0.926714,0.080216,0.00454178
-1.66362,0.014814,0.00532996
-2.14412,-0.037506,0.00574677
-3.13707,-0.150316,0.00620739
-4.098,-0.256584,0.00634668
-6.17977,-0.498535,0.007555
-8.96595,-0.81893,0.01026023
-10.2797,-0.897403,0.01118267
-11.1804,-0.665337,0.00871477
-12.1749,-0.637568,0.00852169
