aoa,cl,cd
18.3207,1.33498,0.0
17.3208,1.40061,0.0
16.3222,1.43013,0.0
15.292,1.44323,0.0
14.1333,1.44319,0.0
13.0725,1.40375,0.0
12.3027,1.33146,0.0
11.2434,1.246,0.0133107
10.1199,1.14903,0.01157341
9.06105,1.04219,0.01049044
8.16224,0.95669,0.00964138
6.14039,0.73798,0.00799013
4.18257,0.510974,0.0069396
2.57619,0.352979,0.00503817
1.06686,0.175217,0.00399778
0.199535,0.07479,0.00393925
-0.73198,-0.03882,0.00404085
-1.53682,-0.091572,0.00459392
-1.95439,-0.145916,0.00537833
-2.98343,-0.25136,0.00651419
-4.0767,-0.371642,0.00675528
-6.23252,-0.587589,0.0077938
-8.16266,-0.813451,0.00928385
-10.127,-1.00812,0.01122261
-12.157,-1.19135,0.01381602
-14.2573,-1.24126,0.0
-16.1664,-1.22525,0.0
