aoa,cl
22.3921,0.982364
20.5344,1.07276
18.3906,1.25026
17.3053,1.42116
16.2808,1.48197
15.2888,1.55591
14.1978,1.54773
13.265,1.48203
12.1069,1.40317
11.1409,1.321
10.1419,1.22237
8.04652,1.02008
5.94873,0.792966
5.20537,0.695825
4.04271,0.572297
3.04197,0.483321
1.94293,0.361363
1.03692,0.247611
-0.127137,0.127214
-1.09865,0.00348649
-2.26293,-0.105451
-3.13796,-0.217704
-4.17406,-0.325054
-5.17914,-0.448946
-6.24787,-0.551419
-8.19367,-0.76966
-10.3025,-0.996327
-12.1513,-1.16853
-13.381,-1.22824
-14.2874,-0.750494
-15.1223,-0.689432
