cl,cm
1.07132,-0.0519355
0.94082,-0.05283525
0.465761,-0.05355
0.251699,-0.05165125
0.010347,-0.05180775
0.013565,-0.05180575
-0.185871,-0.04664
-0.290396,-0.04548625
-0.390084,-0.04473675
