aoa,cd
24.6028,-0.10077625
22.0026,-0.09438175
20.9424,-0.06912975
20.139,-0.047944
18.0832,-0.047633
16.2194,-0.04853775
14.0334,-0.04864125
12.1681,-0.05240575
10.0448,-0.0578185
8.08147,-0.05995625
5.98859,-0.0616925
4.15254,-0.0707755
1.89688,-0.07211375
0.123954,-0.06770275
-2.03664,-0.06617275
-4.00443,-0.060132
-6.13437,-0.056552
-8.1683,-0.05337525
-10.2354,-0.053474
-12.1094,-0.05315375
-14.3398,-0.0544885
