cl,cm
1.29899,-0.01468753
1.10042,-0.01496835
0.929287,-0.02346718
0.71758,-0.020465
0.481544,-0.0212132
0.287436,-0.0206626
0.073817,-0.02013933
-0.139911,-0.01878908
-0.356962,-0.02199075
-0.575771,-0.01982005
-0.739573,-0.01012513
