cl,cd
1.06481,0.0242721
0.960237,0.0191701
0.800473,0.0152566
0.617754,0.0122056
0.387614,0.0108845
0.192575,0.0103141
-0.00936,0.0108881
-0.234329,0.0126075
-0.411928,0.0183665
