aoa,cl,cd
12.3958,0.81443,0.00938641
11.4042,0.871753,0.00994812
10.2516,0.914361,0.01036564
9.22827,0.98643,0.0
8.26279,0.906278,0.01028643
7.45652,0.799916,0.00924418
6.26487,0.687007,0.00816315
4.29807,0.457847,0.00680405
3.3315,0.367805,0.00632492
2.26822,0.2712,0.00507506
1.04283,0.140187,0.00407991
-0.054187,0.012428,0.00405573
-0.473627,-0.035078,0.00443137
-2.05325,-0.175982,0.00570868
-2.9572,-0.28413,0.0060241
-3.92634,-0.411956,0.00674104
-5.96003,-0.633256,0.00825478
-7.89726,-0.839864,0.0
-8.82726,-0.782559,0.01032125
-10.1125,-0.759691,0.01000474
-11.1395,-0.707296,0.00927955
