aoa,cl,cd
24.3686,1.05899,0.0
22.3737,1.11568,0.0
20.3186,1.22719,0.0
18.3964,1.39185,0.0
17.269,1.40858,0.0
16.3028,1.4253,0.0
14.2685,1.38565,0.0
12.3317,1.3543,0.0
10.2296,1.25822,0.0
8.12707,1.14887,0.0
7.02532,1.05936,0.0
6.28009,0.998033,0.01165564
5.18123,0.946716,0.00755773
4.17384,0.814091,0.00563033
3.16885,0.714677,0.00545816
2.16269,0.593722,0.00544373
1.15677,0.472796,0.00523165
-0.041354,0.363529,0.0054311
-1.04698,0.239343,0.00641531
-1.89074,0.126765,0.00728599
-4.12499,-0.103208,0.00831935
-5.93935,-0.321545,0.00966078
-8.10456,-0.501665,0.01082353
-10.0174,-0.785992,0.0
-12.2439,-0.944427,0.0
