aoa,cl,cd
24.1089,1.2124,0.0
22.344,1.30071,0.0
20.258,1.34487,0.0
18.3003,1.33507,0.0
16.0861,1.28439,0.0
14.1289,1.20755,0.0
12.1078,1.11274,0.0
10.2476,1.00651,0.0
7.93823,0.977114,0.01996773
7.03999,1.00817,0.0
6.17443,0.934639,0.00840174
4.02682,0.769625,0.00571045
2.07267,0.536041,0.00527067
-0.10523,0.299271,0.00528532
-1.99389,0.052775,0.00522614
-3.05044,-0.041876,0.00651134
-6.02635,-0.381231,0.00871508
-8.04168,-0.598137,0.00996536
-9.96042,-0.808458,0.01190886
-12.1351,-0.995884,0.0
-13.8301,-1.11971,0.0
-14.7907,-1.11152,0.0
-16.0388,-1.13428,0.0
-18.1203,-1.09344,0.0
-20.0144,-0.819483,0.01201133
-22.5462,-0.687315,0.0107829
