aoa,cl,cd
15.2641,0.710523,0.0
14.2063,0.699092,0.0
13.1162,0.751635,0.0
12.1544,0.794332,0.0
11.0963,0.830474,0.0
10.1344,0.832164,0.0
9.01219,0.815817,0.0
7.92196,0.761734,0.0
6.15815,0.601028,0.0
4.00905,0.453434,0.00798549
3.07867,0.356643,0.00722885
1.92356,0.218814,0.00641933
1.4743,0.163019,0.005122
0.992946,0.121997,0.0038697
0.383185,0.064559,0.00342584
-0.001952,0.026812,0.00352135
-0.836518,-0.078239,0.00377492
-1.44644,-0.150467,0.00431029
-4.11132,-0.432865,0.00752999
-6.03825,-0.628299,0.00882271
-8.09417,-0.845134,0.0
