aoa,cl,cd
24.1031,-0.070651,0.0
22.3073,-0.064107,0.0
20.1909,-0.057561,0.0
18.267,-0.057955,0.0
16.0225,-0.056307,0.0
14.163,-0.055477,0.0
12.0151,-0.061174,0.0
10.252,-0.064018,0.0
9.06607,-0.069314,0.0
8.00835,-0.071754,0.0
7.01479,-0.074603,0.0
6.14946,-0.076636,0.0
4.034,-0.068868,0.0
2.14297,-0.062326,0.0
-0.068321,-0.059046,0.0
-0.100367,-0.059045,0.0
-1.99123,-0.052504,0.0
-6.02865,-0.048395,0.0
-8.11146,-0.042668,0.0
-10.098,-0.037351,0.0
-12.1163,-0.036929,0.0
-14.0386,-0.031204,0.0
-16.3138,-0.018542,0.0
-18.0148,0.027165,0.0
