aoa,cl
14.4549,0.911256
13.337,0.942575
12.4756,0.980447
11.485,1.00519
10.3635,0.995437
9.30539,0.979103
8.24359,0.916747
7.46884,0.839568
6.37242,0.745975
5.37113,0.64086
4.24185,0.539033
3.3687,0.435537
2.01476,0.332062
1.07586,0.208827
1.0438,0.208829
0.074155,0.103669
-0.703214,-0.00150486
-0.735272,-0.00150365
-1.96092,-0.0984497
-2.9948,-0.201987
-3.96624,-0.326906
-4.93626,-0.432105
-5.93719,-0.520871
-7.0986,-0.609644
