aoa,cl,cd
17.6853,1.05664,0.00990191
16.3457,1.12925,0.01053902
15.3889,1.21168,0.01186944
14.4318,1.28754,0.01309381
13.3785,1.33712,0.0
12.2284,1.28305,0.01302135
11.2692,1.17627,0.01129792
10.2461,1.11061,0.01036094
8.07042,0.911735,0.008679
6.3411,0.699483,0.00726773
5.0276,0.557929,0.00666888
4.06592,0.432765,0.00634297
3.32849,0.343811,0.00612552
2.87959,0.296034,0.00595322
1.08344,0.114752,0.00568121
0.152671,0.002626,0.00565607
-0.778263,-0.097985,0.00565986
-1.87006,-0.215129,0.00588184
-2.12723,-0.261338,0.00607876
-3.83,-0.436332,0.00635701
-4.76224,-0.542032,0.00686237
-5.85538,-0.651077,0.00733956
-8.07511,-0.879202,0.00853592
-9.84601,-1.08761,0.01094517
-10.9087,-1.18526,0.01315275
-12.0357,-1.25982,0.01501623
-12.937,-1.28474,0.0
-13.9301,-0.980571,0.00969752
-14.9912,-0.897981,0.00873486
