aoa,cl,cd
20.5281,0.986231,0.0085548
18.4818,1.10565,0.00969564
17.4379,1.69717,0.0
16.3108,1.66132,0.02103696
15.3117,1.62056,0.01966373
14.3407,1.53404,0.01674881
12.3031,1.37404,0.01309107
10.1982,1.1862,0.01050702
4.19384,0.545403,0.0068527
2.1474,0.324555,0.00657983
0.035376,0.098715,0.00614471
-1.00261,0.010321,0.00680327
-1.97773,-0.092825,0.00737565
-3.89737,-0.31064,0.00768274
-6.10665,-0.518703,0.00811888
-8.12424,-0.735038,0.00913907
-10.0443,-0.935056,0.01036566
-12.323,-1.16959,0.0
-14.1754,-1.32219,0.0
-15.1502,-1.39932,0.0
-16.2984,-1.2714,0.0
