cl,cm
1.23874,-0.01317785
1.1457,-0.01200125
0.951547,-0.00924298
0.765264,-0.01056688
0.561235,-0.01230935
0.32344,-0.011208
0.132124,-0.01212658
-0.091412,-0.01224433
-0.514616,-0.01246725
-0.727107,-0.01053268
-0.942947,-0.01064595
-1.09758,-0.00827045
