cl,cd
1.35517,0.0138641
1.1725,0.0113419
0.973791,0.00882176
0.73668,0.00730483
0.611778,0.00662896
0.519422,0.00633153
0.407651,0.00585342
0.310564,0.0056546
0.19419,0.00568496
0.08434,0.00571545
-0.022242,0.00566407
-0.138246,0.00646421
-0.247918,0.00651084
-0.34298,0.00675423
-0.452507,0.00696443
-0.558698,0.00743642
-0.769179,0.00900129
-1.00516,0.0106456
-1.18751,0.0142351
