aoa,cl,cd
24.5153,1.0831,0.01583322
22.2958,1.06184,0.0149588
20.3064,1.13136,0.01781813
18.1859,1.16953,0.01938805
16.2885,1.17962,0.01980304
14.0713,1.22938,0.02515919
12.2656,1.17339,0.01954681
10.0043,1.03979,0.01417741
8.19447,0.92595,0.01131261
6.05719,0.726202,0.00965391
4.08245,0.557802,0.00840561
1.91192,0.35303,0.00778129
-0.031767,0.176306,0.00780702
-2.17022,-0.01862,0.00785333
-3.98794,-0.235073,0.00826411
-6.16096,-0.458164,0.00918653
-10.3102,-0.828423,0.0
-12.2569,-1.02186,0.0
-14.3966,-1.20211,0.0
